@RELATION Train

@ATTRIBUTE eco_final_pred REAL
@ATTRIBUTE movement_final_pred REAL
@ATTRIBUTE dmg_final_pred REAL
@ATTRIBUTE flash_final_pred REAL
@ATTRIBUTE grenade_final_pred REAL
@ATTRIBUTE kill_final_pred REAL
@ATTRIBUTE wf_final_pred REAL
@ATTRIBUTE ground_truth {0,1}

@DATA
0.00020464774570427835,0.9999183416366577,0.9918643236160278,8.306948075187393e-06,2.7484863949212013e-06,0.08095531165599823,0.7827903628349304,1
0.000168724509421736,0.999918520450592,0.9898989796638489,2.203217809437774e-05,1.0643310588420718e-06,0.11599614471197128,0.8660727739334106,0
0.00021447381004691124,0.9999183416366577,0.9900856614112854,5.0454118536436e-06,8.234833330789115e-07,0.09383785724639893,0.9169561266899109,0
0.00018691638251766562,0.9999182224273682,0.9921170473098755,6.429288077924866e-06,8.600934233982116e-05,0.12820343673229218,0.8400877118110657,0
0.0001892193831736222,0.9999179840087891,0.9916257262229919,1.4757595636183396e-05,3.594250983951497e-06,0.048105400055646896,0.8485956192016602,0
0.0001695961254881695,0.9999184608459473,0.9891107082366943,6.817236680944916e-06,9.736343599797692e-06,0.07823431491851807,0.9988979697227478,0
0.0001408106181770563,0.9999184012413025,0.9891343116760254,1.535458432044834e-05,1.0768337233457714e-05,0.051066625863313675,0.9794498682022095,0
0.00020436929480638355,0.9999184608459473,0.991823673248291,8.371162039111368e-06,8.133324627124239e-07,0.15916751325130463,0.9569165110588074,0
0.0001687549811322242,0.9999183416366577,0.9906206727027893,1.1000081940437667e-05,1.7671634395810543e-06,0.055648110806941986,0.9986305832862854,0
0.0001653588260523975,0.9999183416366577,0.9853192567825317,6.429288077924866e-06,8.600934233982116e-05,0.13813140988349915,0.6531444191932678,0
0.00019028779934160411,0.9999181628227234,0.9906620383262634,1.4238577932701446e-05,1.9227079519623658e-06,0.10996389389038086,0.7203425765037537,1
0.00018466805340722203,0.9999184012413025,0.9917340278625488,1.116104431275744e-05,2.4348766601178795e-05,0.09121933579444885,0.6259534358978271,0
0.00018547219224274158,0.9999181032180786,0.9901959300041199,8.517784408468287e-06,1.6662621646901243e-06,0.10127010941505432,0.7674457430839539,0
0.00021336627833079547,0.9999182820320129,0.9924650192260742,6.429288077924866e-06,1.3923283859185176e-06,0.1136355772614479,0.7801411151885986,0
0.00014887176803313196,0.9999184012413025,0.991693913936615,1.2637560757866595e-05,8.922984306991566e-06,0.08966855704784393,0.8190181255340576,0
0.00019576861814130098,0.9999182820320129,0.983017086982727,1.726161099213641e-05,6.034341822669376e-06,0.06576839089393616,0.9678191542625427,0
0.00022389553487300873,0.9999179244041443,0.9901425838470459,6.429288077924866e-06,8.600934233982116e-05,0.21741868555545807,0.9946781992912292,0
0.00018983481277246028,0.9999181628227234,0.9904578328132629,6.356218364089727e-06,9.225806252288749e-07,0.14807407557964325,0.910422682762146,0
0.00020001770462840796,0.9999184012413025,0.9892002940177917,6.429288077924866e-06,8.600934233982116e-05,0.15844768285751343,0.6382365226745605,0
0.00018772462499327958,0.9999184012413025,0.986564576625824,7.614287824253552e-06,3.214916432625614e-06,0.06482040137052536,0.9989003539085388,0
0.00017263111658394337,0.9999182820320129,0.9786188006401062,6.471341748692794e-06,1.8547112858868786e-06,0.06859204918146133,0.954231321811676,0
0.00021242030197754502,0.9999185800552368,0.9901683926582336,6.429288077924866e-06,8.600934233982116e-05,0.21564717590808868,0.732040524482727,1
0.00018651850405149162,0.9999182224273682,0.9939807653427124,9.360732292407192e-06,3.038768454644014e-06,0.08382578194141388,0.6335894465446472,0
0.00017470834427513182,0.9999184608459473,0.9920009970664978,5.340928055375116e-06,2.027717073360691e-06,0.08783505856990814,0.5842363834381104,0
0.00020414250320754945,0.9999182224273682,0.992286205291748,7.569542503915727e-06,1.347718239230744e-06,0.07316944748163223,0.44321510195732117,0
0.00017441724776290357,0.9999183416366577,0.9905478358268738,1.9093635273748077e-05,1.5153087815633626e-06,0.11642590165138245,0.7928801774978638,0
0.00021077031851746142,0.9999181032180786,0.9898002743721008,6.429288077924866e-06,8.600934233982116e-05,0.14874161779880524,0.8175067901611328,0
0.00016703124856576324,0.9999184608459473,0.9925365447998047,4.602271928888513e-06,2.1388048025983153e-06,0.10831223428249359,0.45120570063591003,0
0.00020542919810395688,0.9999182224273682,0.9887369871139526,1.5647268810425885e-05,1.9581343622121494e-06,0.21320872008800507,0.942878246307373,0
0.00017563553410582244,0.9999182224273682,0.99398273229599,6.429288077924866e-06,2.2137105588626582e-06,0.1695661097764969,0.8542495369911194,0
0.00017035890778061002,0.9999183416366577,0.9872594475746155,1.0368246876168996e-05,7.208467650343664e-06,0.08992254734039307,0.8316165208816528,0
0.00017736169684212655,0.9999181628227234,0.9919161200523376,8.242451258411165e-06,3.4358563425485045e-06,0.12222748249769211,0.8313355445861816,1
0.0001929024001583457,0.9999183416366577,0.987503707408905,1.2516537935880478e-05,4.288885975256562e-06,0.1088918149471283,0.7642924189567566,0
0.00018442461441736668,0.9999181628227234,0.9871532320976257,1.2174505172879435e-05,1.655478172324365e-06,0.08832822740077972,0.7444518208503723,0
0.0001879966293927282,0.9999180436134338,0.9723832607269287,4.37195849372074e-05,5.779846105724573e-06,0.10779092460870743,0.8885893821716309,0
0.00017079521785490215,0.9999182224273682,0.9929402470588684,1.563257865200285e-05,2.171167125197826e-06,0.038455042988061905,0.6519612073898315,0
0.00017850028234533966,0.9999181032180786,0.9925655722618103,1.686041650827974e-05,3.112353169854032e-06,0.06732786446809769,0.6863531470298767,0
0.00018150194955524057,0.9999181032180786,0.9930757284164429,4.62900243292097e-06,2.462220209054067e-06,0.16612368822097778,0.9220282435417175,0
0.00018842103600036353,0.9999183416366577,0.9896076917648315,1.1345584425725974e-05,1.138511379394913e-06,0.11380833387374878,0.8223791122436523,0
0.0001611554907867685,0.9999181628227234,0.9885833263397217,1.5633413568139076e-05,4.925821485812776e-06,0.0818915069103241,0.7287653088569641,0
0.0001797914010239765,0.999918520450592,0.9881239533424377,1.4480327990895603e-05,5.905430953134783e-06,0.09214107692241669,0.7507819533348083,0
0.0001881021016743034,0.9999181032180786,0.9903294444084167,8.571038051741198e-06,8.48253534968535e-07,0.1294853687286377,0.8049724102020264,1
0.00018049852224066854,0.9999186396598816,0.9859300255775452,1.793245792214293e-05,2.262934003738337e-06,0.07526624947786331,0.7520231604576111,0
0.00019600309315137565,0.9999184608459473,0.9857076406478882,2.3887152565293945e-05,2.206587623732048e-06,0.10807609558105469,0.7790688872337341,0
0.00016957262414507568,0.9999183416366577,0.9843535423278809,4.999164502805797e-06,1.708525246613135e-06,0.06689640134572983,0.6257819533348083,0
0.0001924842072185129,0.9999183416366577,0.9905415773391724,1.227876782650128e-05,4.716357125289505e-06,0.14642594754695892,0.8849769234657288,0
0.00017742849013302475,0.9999184608459473,0.992999792098999,9.25934364204295e-06,1.5995210560504347e-06,0.14890214800834656,0.8487575054168701,0
0.00017420243239030242,0.9999183416366577,0.9877116680145264,2.3130249246605672e-05,1.6873028698682901e-06,0.09920591861009598,0.6724399328231812,0
0.00017146194295492023,0.9999183416366577,0.9920166730880737,1.0526991900405847e-05,9.782363576960051e-07,0.11566029489040375,0.8044546842575073,0
0.00020958327513653785,0.9999183416366577,0.9877735376358032,8.80422885529697e-06,5.413314283941872e-06,0.12345782667398453,0.6045719385147095,0
0.00017263706831727177,0.9999183416366577,0.9844486713409424,6.081122592149768e-06,1.370311565551674e-06,0.05729256197810173,0.6969730854034424,0
0.00020372282597236335,0.9999186396598816,0.9892984628677368,9.054544534592424e-06,4.216103661747184e-06,0.035621535032987595,0.5799316167831421,0
0.0001813726412365213,0.999918520450592,0.9928991794586182,6.429288077924866e-06,2.4317578208865598e-06,0.14280077815055847,0.7442443370819092,1
0.00018298790382687002,0.9999183416366577,0.9919705986976624,3.3463600175309693e-06,3.2956140785245225e-06,0.02618318796157837,0.5676848292350769,0
0.00017781714268494397,0.9999183416366577,0.9921877384185791,1.449505998607492e-05,6.78505273299379e-07,0.10653940588235855,0.8144480586051941,0
0.00021033704979345202,0.9999179840087891,0.8638889193534851,6.429288077924866e-06,8.600934233982116e-05,0.09470468759536743,0.9894967079162598,0
0.0001878972543636337,0.9999181628227234,0.9883542060852051,1.4226691746443976e-05,2.5212366381310858e-06,0.10015437006950378,0.9427159428596497,0
0.0001782132894732058,0.9999182224273682,0.9822810292243958,1.2348838026809972e-05,1.2213693025842076e-06,0.05588109418749809,0.7577231526374817,0
0.00017613929230719805,0.999918520450592,0.9893197417259216,1.1658169569273014e-05,2.255796061945148e-06,0.12714456021785736,0.7873148322105408,0
0.00020814681192860007,0.9999181628227234,0.990606427192688,7.6952110248385e-06,1.5721319641670561e-06,0.074883833527565,0.7646126747131348,0
0.00017203111201524734,0.9999181032180786,0.979814887046814,4.081336555827875e-06,1.3836257721777656e-06,0.1405254304409027,0.9686752557754517,1
0.00024336435308214277,0.9999179244041443,0.9898062348365784,7.464139343937859e-06,1.1407843203414814e-06,0.1224956288933754,0.9740627408027649,0
0.00018438456754665822,0.9999182820320129,0.9952958226203918,6.429288077924866e-06,1.7430243133276235e-06,0.03145976364612579,0.4981023073196411,0
0.0001949068537214771,0.9999182224273682,0.9576061964035034,1.6122970919241197e-05,8.479208304379426e-07,0.09375036507844925,0.9124317765235901,0
0.0002434338821331039,0.9999181032180786,0.9920170307159424,1.2343733942543622e-05,1.4742555549673853e-06,0.11265668272972107,0.922752320766449,0
0.00017389938875567168,0.999918520450592,0.9971567392349243,1.625820186745841e-05,1.5855270021347678e-06,0.20765048265457153,0.5323481559753418,0
0.00017883653345052153,0.999918520450592,0.9925658106803894,9.172086720354855e-06,1.8379560060566291e-06,0.02910083532333374,0.7184023261070251,0
0.00019583261746447533,0.9999185800552368,0.9867607951164246,8.007964424905367e-06,3.821899099420989e-06,0.07966849207878113,0.487605482339859,0
0.00021822565759066492,0.9999182820320129,0.9858844876289368,1.2550219253171235e-05,2.0627232970582554e-06,0.15661391615867615,0.945809543132782,0
0.00017111784836743027,0.9999184012413025,0.9944541454315186,1.6972921002889052e-05,6.0237161960685626e-06,0.05434069782495499,0.7179820537567139,0
0.00023220422735903412,0.9999182820320129,0.9919465780258179,2.6797233658726327e-05,2.1179907889745664e-06,0.1150035485625267,0.8972284197807312,1
0.0001994254853343591,0.9999182224273682,0.9915115833282471,2.8898108212160878e-05,3.4088561733369716e-06,0.13546957075595856,0.96185702085495,0
0.00021700274373870343,0.9999180436134338,0.9926726222038269,6.429288077924866e-06,2.963046881632181e-06,0.07709960639476776,0.9822528958320618,0
0.00019755733956117183,0.9999181628227234,0.9910581111907959,8.922470442485064e-06,4.443766101758229e-06,0.1108715683221817,0.8898476362228394,0
0.00017735143774189055,0.9999182224273682,0.987971305847168,1.260118733625859e-05,5.506416982825613e-06,0.15838123857975006,0.9532955288887024,0
0.00016778713325038552,0.9999182224273682,0.9932618737220764,6.429288077924866e-06,8.600934233982116e-05,0.05298519879579544,0.8635086417198181,0
0.00016850359679665416,0.9999182224273682,0.9906033873558044,7.4440345088078175e-06,1.1649835869320668e-06,0.071759894490242,0.8532012104988098,0
0.0001740440056892112,0.9999180436134338,0.9877902865409851,1.4931430996512063e-05,3.727393050212413e-06,0.11032664030790329,0.9365782141685486,0
0.00018798536621034145,0.9999180436134338,0.9867416620254517,1.3117585694999434e-05,3.323124019516399e-06,0.06290208548307419,0.8122233152389526,0
0.00019051769049838185,0.99991774559021,0.9914602637290955,6.429288077924866e-06,4.517223351285793e-05,0.07077470421791077,0.9942764043807983,0
0.00020741646585520357,0.9999184012413025,0.9827518463134766,5.749174761149334e-06,1.2149131407568348e-06,0.04364808276295662,0.5568343997001648,1
0.00020076794316992164,0.9999184608459473,0.9888497591018677,1.2542866898002103e-05,1.488934913140838e-06,0.06742344051599503,0.6781002283096313,0
0.0001835380680859089,0.9999183416366577,0.9872680902481079,1.3075560673314612e-05,2.2546425952896243e-06,0.07384300231933594,0.7998308539390564,0
0.0002092983922921121,0.9999184608459473,0.989535927772522,5.476198111864505e-06,2.315466645086417e-06,0.0640314444899559,0.6201506853103638,0
0.0002165693585993722,0.9999180436134338,0.9896037578582764,9.836271601670887e-06,2.891340727728675e-06,0.04744085669517517,0.6908907890319824,0
0.00021770141029264778,0.9999182820320129,0.9847859144210815,4.74409171147272e-06,2.436200475131045e-06,0.07383909076452255,0.6208184957504272,0
0.00018814935174304992,0.9999183416366577,0.9862293004989624,7.240834293043008e-06,1.576961153659795e-06,0.13367494940757751,0.9992170333862305,0
