@RELATION new_final_data

@ATTRIBUTE snipershotted REAL
@ATTRIBUTE less_50_snipershotted REAL
@ATTRIBUTE 50_100_snipershotted REAL
@ATTRIBUTE 100_200_snipershotted REAL
@ATTRIBUTE 200_500_snipershotted REAL
@ATTRIBUTE 500_800_snipershotted REAL
@ATTRIBUTE 800_1000_snipershotted REAL
@ATTRIBUTE more_1000_snipershotted REAL
@ATTRIBUTE sniperheadshotted REAL
@ATTRIBUTE less_50_sniperheadshotted REAL
@ATTRIBUTE 50_100_sniperheadshotted REAL
@ATTRIBUTE 100_200_sniperheadshotted REAL
@ATTRIBUTE 200_500_sniperheadshotted REAL
@ATTRIBUTE 500_800_sniperheadshotted REAL
@ATTRIBUTE 800_1000_sniperheadshotted REAL
@ATTRIBUTE more_1000_sniperheadshotted REAL
@ATTRIBUTE sniperheadpercentage REAL
@ATTRIBUTE normalshotted REAL
@ATTRIBUTE less_50_normalshotted REAL
@ATTRIBUTE 50_100_normalshotted REAL
@ATTRIBUTE 100_200_normalshotted REAL
@ATTRIBUTE 200_500_normalshotted REAL
@ATTRIBUTE 500_800_normalshotted REAL
@ATTRIBUTE 800_1000_normalshotted REAL
@ATTRIBUTE more_1000_normalshotted REAL
@ATTRIBUTE normalheadshotted REAL
@ATTRIBUTE less_50_normalheadshotted REAL
@ATTRIBUTE 50_100_normalheadshotted REAL
@ATTRIBUTE 100_200_normalheadshotted REAL
@ATTRIBUTE 200_500_normalheadshotted REAL
@ATTRIBUTE 500_800_normalheadshotted REAL
@ATTRIBUTE 800_1000_normalheadshotted REAL
@ATTRIBUTE more_1000_normalheadshotted REAL
@ATTRIBUTE normalheadpercentage REAL
@ATTRIBUTE onetap REAL
@ATTRIBUTE less_50_onetap REAL
@ATTRIBUTE 50_100_onetap REAL
@ATTRIBUTE 100_200_onetap REAL
@ATTRIBUTE 200_500_onetap REAL
@ATTRIBUTE 500_800_onetap REAL
@ATTRIBUTE 800_1000_onetap REAL
@ATTRIBUTE more_1000_onetap REAL
@ATTRIBUTE onetappercentage REAL
@ATTRIBUTE inertialshottime REAL
@ATTRIBUTE totalkills REAL
@ATTRIBUTE inertialshotpercentage REAL
@ATTRIBUTE onepenetrationwallbangtime REAL
@ATTRIBUTE twopenetrationswallbangtime REAL
@ATTRIBUTE manypenetrationswallbangtime REAL
@ATTRIBUTE firstkilltime REAL
@ATTRIBUTE blindedkilltime REAL
@ATTRIBUTE noscopekilltime REAL
@ATTRIBUTE thrusmokekilltime REAL
@ATTRIBUTE totalround REAL
@ATTRIBUTE incendiary_molotov REAL
@ATTRIBUTE incendiary_molotov_per_round REAL
@ATTRIBUTE avg_incendiary_molotov_per_round REAL
@ATTRIBUTE total_incendiary_molotov REAL
@ATTRIBUTE flashbang REAL
@ATTRIBUTE flashbang_per_round REAL
@ATTRIBUTE avg_flashbang_per_round REAL
@ATTRIBUTE total_flashbang REAL
@ATTRIBUTE hegrenade REAL
@ATTRIBUTE hegrenade_per_round REAL
@ATTRIBUTE avg_hegrenade_per_round REAL
@ATTRIBUTE total_hegrenade REAL
@ATTRIBUTE smokegrenade REAL
@ATTRIBUTE smokegrenade_per_round REAL
@ATTRIBUTE avg_smokegrenade_per_round REAL
@ATTRIBUTE total_smokegrenade REAL
@ATTRIBUTE im_applied_rate REAL
@ATTRIBUTE fb_applied_rate REAL
@ATTRIBUTE he_applied_rate REAL
@ATTRIBUTE smk_applied_rate REAL
@ATTRIBUTE flashthrown REAL
@ATTRIBUTE affectedenemycount REAL
@ATTRIBUTE affectedenemyduration REAL
@ATTRIBUTE affectedenemyefficiency REAL
@ATTRIBUTE affectedfriendlycount REAL
@ATTRIBUTE affectedfriendlyduration REAL
@ATTRIBUTE affectedfriendlydeficiency REAL
@ATTRIBUTE affectedtotalduration REAL
@ATTRIBUTE flashefficiencyintotal REAL
@ATTRIBUTE avg_killtick REAL
@ATTRIBUTE max_killtick REAL
@ATTRIBUTE min_killtick REAL
@ATTRIBUTE avg_delta REAL
@ATTRIBUTE max_delta REAL
@ATTRIBUTE min_delta REAL
@ATTRIBUTE avg_gamma REAL
@ATTRIBUTE max_gamma REAL
@ATTRIBUTE min_gamma REAL
@ATTRIBUTE avg_t0_t1_duration REAL
@ATTRIBUTE max_t0_t1_duration REAL
@ATTRIBUTE min_t0_t1_duration REAL
@ATTRIBUTE avg_t1_t2_duration REAL
@ATTRIBUTE max_t1_t2_duration REAL
@ATTRIBUTE min_t1_t2_duration REAL
@ATTRIBUTE avg_duration REAL
@ATTRIBUTE max_duration REAL
@ATTRIBUTE min_duration REAL
@ATTRIBUTE avg_speed REAL
@ATTRIBUTE max_speed REAL
@ATTRIBUTE min_speed REAL
@ATTRIBUTE damagedistance REAL
@ATTRIBUTE ratioofhitwhenmoving REAL
@ATTRIBUTE chest REAL
@ATTRIBUTE generic REAL
@ATTRIBUTE head REAL
@ATTRIBUTE leftarm REAL
@ATTRIBUTE leftleg REAL
@ATTRIBUTE neck REAL
@ATTRIBUTE rightarm REAL
@ATTRIBUTE rightleg REAL
@ATTRIBUTE stomach REAL
@ATTRIBUTE precision REAL
@ATTRIBUTE ischeater {0.153141361,0.18372093,FALSE,TRUE}

@DATA
6,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,90,0,0,2,36,21,17,14,9,0,0,0,5,1,3,0,0.1,3,0,0,0,2,1,0,0,0.033333333,0,19,0,1,0,0,4,1,0,0,19,9,17.52722034,0.337431191,25,34.41587449,0.662568809,51.94309482,-0.325137619,28,9,0.321428571,2.857142857,80,21,0.75,5.714285714,160,5,0.178571429,1.75,49,13,0.464285714,4.107142857,115,0.1125,0.13125,0.102040816,0.113043478,124.9333333,372,12,3.934907038,76.082425,0,6.663694115,75.819233,0,0.181490385,0.3125,0.015625,0.333533654,1.5,0,0.515024038,1.8125,0.015625,118.0834152,2535.979335,0,747.7477133,0.03125,0.375,0.020833333,0.09375,0.041666667,0.083333333,0,0.0625,0.072916667,0.25,0.152960526,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,5,0,4,35,26,24,29,14,0,0,0,5,4,3,2,0.113821138,7,0,0,0,2,2,2,1,0.056910569,0,23,0,1,0,0,6,0,0,0,10,18,25.18392166,0.687960823,11,11.42270016,0.312039177,36.60662182,0.375921645,28,15,0.535714286,2.857142857,80,11,0.392857143,5.714285714,160,8,0.285714286,1.75,49,17,0.607142857,4.107142857,115,0.1875,0.06875,0.163265306,0.147826087,228.1111111,1278,18,4.767536952,89.472962,0,3.976413286,60.909241,0,0.202380952,0.3125,0,0.360863095,1.4375,0,0.563244048,1.75,0,107.1498061,999,0,715.921233,0.170731707,0.447154472,0.138211382,0.113821138,0.008130081,0.008130081,0,0.073170732,0.032520325,0.178861789,0.155325444,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,1,0,22,20,20,18,13,0,1,0,4,2,4,2,0.160493827,5,0,1,0,2,0,2,0,0.061728395,1,19,0.052631579,1,2,0,2,0,0,1,17,14,25.9828863,0.368279871,36,44.56912686,0.631720129,70.55201317,-0.263440258,28,5,0.178571429,2.857142857,80,20,0.714285714,5.714285714,160,0,0,1.75,49,21,0.75,4.107142857,115,0.0625,0.125,0,0.182608696,236.2,966,6,15.7774624,84.109286,0,9.14181344,84.019441,0,0.1625,0.3125,0,0.23125,1.4375,0,0.39375,1.75,0.015625,319.3696096,2682.156752,0,770.6311168,0.234567901,0.49382716,0,0.160493827,0.037037037,0.012345679,0,0.086419753,0.012345679,0.197530864,0.125984252,FALSE
3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,112,0,0,1,43,32,21,15,14,0,0,1,7,3,3,0,0.125,3,0,0,1,2,0,0,0,0.026785714,1,26,0.038461538,0,0,0,3,0,0,0,19,22,38.42651166,0.477934493,20,41.97469866,0.522065507,80.40121032,-0.044131015,28,12,0.428571429,2.857142857,80,25,0.892857143,5.714285714,160,13,0.464285714,1.75,49,14,0.5,4.107142857,115,0.15,0.15625,0.265306122,0.12173913,122.2857143,476,0,4.329977833,70.105044,0,8.627938167,78.446399,0,0.220486111,0.3125,0,0.313802083,1.484375,0,0.534288194,1.796875,0.078125,134.8251485,1111.888621,2.495078422,670.6666596,0.017391304,0.313043478,0.086956522,0.12173913,0.026086957,0.086956522,0,0.069565217,0.052173913,0.243478261,0.180412371,TRUE
8,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,54,0,0,2,4,14,9,25,3,0,0,0,0,1,0,2,0.055555556,3,0,0,0,0,1,0,2,0.055555556,0,15,0,1,0,0,1,0,0,0,5,4,10.95463834,0.376459418,12,18.14448314,0.623540582,29.09912147,-0.247081164,28,2,0.071428571,2.857142857,80,5,0.178571429,5.714285714,160,5,0.178571429,1.75,49,8,0.285714286,4.107142857,115,0.025,0.03125,0.102040816,0.069565217,281.6666667,1230,6,4.993532647,79.554507,0,0.266096529,1.049022,0,0.222426471,0.3125,0,0.320772059,1.390625,0,0.543198529,1.703125,0.046875,21.02713898,209.205912,1.252047541,982.1084915,0,0.403225806,0.064516129,0.048387097,0.048387097,0.096774194,0,0.064516129,0.032258065,0.241935484,0.155495979,FALSE
11,0,0,0,1,3,4,3,4,0,0,0,0,1,1,2,0.363636364,86,0,0,1,33,15,16,21,14,0,0,0,7,3,3,1,0.162790698,5,0,0,0,4,1,0,0,0.058139535,1,31,0.032258065,0,1,0,7,1,0,0,21,21,49.12582242,0.61343423,22,30.95745302,0.38656577,80.08327543,0.22686846,30,6,0.2,2.833333333,85,22,0.733333333,4.666666667,140,9,0.3,0.8,24,14,0.466666667,2.766666667,83,0.070588235,0.157142857,0.375,0.168674699,106.88,308,0,1.040670739,12.715048,0,2.997731957,49.753753,0,0.175271739,0.3125,0,0.142663043,1.203125,0,0.317934783,1.265625,0,66.98987045,999,0,803.7151799,0.051546392,0.474226804,0.072164948,0.18556701,0.010309278,0.010309278,0,0.06185567,0.041237113,0.144329897,0.19650655,FALSE
2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,94,0,0,6,25,22,12,29,31,0,0,1,11,8,4,7,0.329787234,15,0,0,1,8,3,1,2,0.159574468,1,31,0.032258065,0,0,0,5,0,0,0,6,10,16.21393859,0.572599246,7,12.10244274,0.427400754,28.31638133,0.145198492,30,7,0.233333333,2.833333333,85,7,0.233333333,4.666666667,140,0,0,0.8,24,3,0.1,2.766666667,83,0.082352941,0.05,0,0.036144578,48.10526316,98,20,8.63088016,89.928036,0,6.73802276,72.228627,0,0.14875,0.3125,0,0.131875,0.65625,0,0.280625,0.90625,0,222.0154632,1350.125095,3.051767031,761.3188106,0.395833333,0.395833333,0.15625,0.322916667,0.03125,0.020833333,0,0.020833333,0.010416667,0.041666667,0.232091691,TRUE
3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,78,0,0,1,28,24,15,10,14,0,0,0,4,5,0,5,0.179487179,7,0,0,0,2,4,0,1,0.08974359,0,24,0,0,0,0,3,1,0,0,13,16,37.83906813,0.564724023,19,29.16546259,0.435275977,67.00453072,0.129448045,30,10,0.333333333,2.833333333,85,17,0.566666667,4.666666667,140,2,0.066666667,0.8,24,11,0.366666667,2.766666667,83,0.117647059,0.121428571,0.083333333,0.13253012,166.7777778,940,0,6.825250391,82.640848,0.012474,12.12852922,82.602717,0,0.23267663,0.3125,0.078125,0.236413043,1.140625,0,0.469089674,1.453125,0.078125,169.4938267,1642.148248,0.541153803,692.4426749,0,0.432098765,0.074074074,0.172839506,0.024691358,0.012345679,0,0.061728395,0.024691358,0.197530864,0.153061224,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,4,0,1,15,32,15,7,12,0,0,1,0,6,5,0,0.162162162,2,0,0,0,0,0,2,0,0.027027027,1,13,0.076923077,1,0,0,2,0,0,1,8,4,6.283553024,0.21307249,14,23.2066595,0.78692751,29.49021252,-0.573855019,30,8,0.266666667,2.833333333,85,12,0.4,4.666666667,140,4,0.133333333,0.8,24,11,0.366666667,2.766666667,83,0.094117647,0.085714286,0.166666667,0.13253012,56.4,132,2,0.298244733,1.215404,0,8.5492116,67.828858,0,0.18125,0.3125,0,0.051041667,0.203125,0,0.232291667,0.515625,0,342.9801845,2853.61633,2.579616046,615.5837799,0,0.391891892,0.135135135,0.162162162,0.013513514,0,0,0.013513514,0.067567568,0.216216216,0.245210728,FALSE
3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,88,0,0,1,18,24,7,38,10,0,0,1,2,1,2,4,0.113636364,7,0,0,1,2,1,0,3,0.079545455,0,20,0,0,0,0,3,0,0,2,4,8,18.06057088,0.891756791,4,2.192227936,0.108243209,20.25279882,0.783513582,30,5,0.166666667,2.833333333,85,4,0.133333333,4.666666667,140,0,0,0.8,24,2,0.066666667,2.766666667,83,0.058823529,0.028571429,0,0.024096386,131.7333333,884,8,3.355681667,37.31291,0.000297,15.14268122,67.9542,0,0.219618056,0.3125,0,0.292534722,1.5,0,0.512152778,1.8125,0.0625,131.5413184,1037.432744,0.18019043,955.8259132,0,0.406593407,0.175824176,0.10989011,0.021978022,0.010989011,0,0.10989011,0.032967033,0.131868132,0.127366609,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,5,22,14,12,8,6,0,0,2,2,1,0,1,0.098360656,1,0,0,1,0,0,0,0,0.016393443,0,13,0,0,0,0,2,0,0,1,16,27,59.92301186,0.633602386,16,34.65209261,0.366397614,94.57510446,0.267204772,30,12,0.4,2.833333333,85,18,0.6,4.666666667,140,3,0.1,0.8,24,7,0.233333333,2.766666667,83,0.141176471,0.128571429,0.125,0.084337349,180.7,398,33,9.975583231,63.516163,0,8.396165077,63.320748,0,0.240384615,0.3125,0.015625,0.215144231,1.296875,0,0.455528846,1.609375,0.015625,57.50831203,409.3628366,0,625.3502225,0.098360656,0.344262295,0.098360656,0.098360656,0,0.098360656,0,0.131147541,0.032786885,0.196721311,0.147138965,FALSE
10,0,0,0,0,4,1,5,2,0,0,0,0,1,0,1,0.2,86,0,0,2,21,42,9,12,17,0,0,0,6,8,1,2,0.197674419,11,0,0,0,5,5,1,0,0.127906977,1,36,0.027777778,2,0,0,2,0,1,0,19,26,44.30147897,0.709732858,17,18.11845619,0.290267142,62.41993516,0.419465716,30,16,0.533333333,2.833333333,85,23,0.766666667,4.666666667,140,2,0.066666667,0.8,24,10,0.333333333,2.766666667,83,0.188235294,0.164285714,0.083333333,0.120481928,102.88,604,12,10.49501086,84.20001,0,3.646469095,60.69085,0,0.206845238,0.3125,0.015625,0.183035714,1.421875,0,0.389880952,1.734375,0.0625,185.1984679,1253.758115,0.520658087,750.1918026,0.145833333,0.40625,0.083333333,0.197916667,0.010416667,0.0625,0,0.083333333,0,0.15625,0.203791469,FALSE
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,0,0,0,15,16,2,20,16,0,0,0,5,4,0,7,0.301886792,6,0,0,0,2,1,0,3,0.113207547,0,19,0,0,0,0,4,0,0,0,4,7,14.08262163,0.935250925,1,0.9749648,0.064749075,15.05758643,0.870501849,30,1,0.033333333,2.833333333,85,4,0.133333333,4.666666667,140,0,0,0.8,24,0,0,2.766666667,83,0.011764706,0.028571429,0,0,202.1666667,1182,0,6.975575917,76.575301,0.044908,9.554974333,62.153933,0,0.225260417,0.3125,0.046875,0.1640625,1.5,0,0.389322917,1.640625,0.046875,229.7016152,1042.917668,0.889390592,895.4527296,0.074074074,0.537037037,0,0.296296296,0.018518519,0,0,0.074074074,0.018518519,0.055555556,0.17,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,43,32,19,12,5,0,0,0,2,2,1,0,0.047169811,3,0,0,0,1,1,1,0,0.028301887,0,14,0,0,0,0,0,0,0,0,23,29,79.58701582,0.644423816,29,43.91403099,0.355576184,123.5010468,0.288847631,30,14,0.466666667,2.833333333,85,26,0.866666667,4.666666667,140,2,0.066666667,0.8,24,19,0.633333333,2.766666667,83,0.164705882,0.185714286,0.083333333,0.228915663,135.5555556,798,16,6.537045667,76.06986,6.00E-05,5.995865167,70.709436,0,0.204427083,0.3125,0.03125,0.100260417,0.40625,0,0.3046875,0.71875,0.0625,121.8838446,603.2639456,0.87890625,619.8064764,0.377358491,0.29245283,0.264150943,0.047169811,0.08490566,0.018867925,0,0.037735849,0.018867925,0.235849057,0.163895487,FALSE
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,111,0,0,4,21,38,20,28,13,0,0,0,6,3,2,2,0.117117117,10,0,0,0,5,3,1,1,0.09009009,1,30,0.033333333,0,0,0,2,0,0,0,5,4,9.299717184,0.869351182,2,1.397590624,0.130648818,10.69730781,0.738702363,30,6,0.2,2.833333333,85,7,0.233333333,4.666666667,140,2,0.066666667,0.8,24,6,0.2,2.766666667,83,0.070588235,0.05,0.083333333,0.072289157,78.64285714,162,6,15.81833559,77.870215,0,3.074472296,68.676435,0,0.196759259,0.3125,0.015625,0.169560185,1.40625,0,0.366319444,1.71875,0.0625,241.4402006,1529.556327,0,756.4115501,0.035714286,0.267857143,0.008928571,0.116071429,0.017857143,0.0625,0,0.053571429,0.107142857,0.366071429,0.215686275,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2,0,0,11,14,14,10,5,0,0,0,2,1,0,2,0.098039216,5,0,0,0,2,1,0,2,0.098039216,0,8,0,0,0,0,2,0,0,1,2,3,6.739201152,0.468516852,2,7.644915712,0.531483148,14.38411686,-0.062966296,21,6,0.285714286,2.857142857,60,2,0.095238095,4.476190476,94,0,0,2.142857143,45,2,0.095238095,2.142857143,45,0.1,0.021276596,0,0.044444444,58.4,134,8,9.992068071,76.098502,0.0013,10.74410393,80.06884,0,0.220982143,0.3125,0.046875,0.215401786,0.609375,0,0.436383929,0.84375,0.0625,271.1503276,1435.262744,1.464728005,728.8757723,0,0.392156863,0.215686275,0.098039216,0,0,0.019607843,0.117647059,0.039215686,0.117647059,0.158536585,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,7,8,2,10,2,0,0,0,1,1,0,0,0.074074074,2,0,0,0,1,1,0,0,0.074074074,0,5,0,0,0,0,0,0,0,1,16,16,35.51967347,0.723287101,11,13.5890047,0.276712899,49.10867818,0.446574202,21,5,0.238095238,2.857142857,60,21,1,4.476190476,94,4,0.19047619,2.142857143,45,6,0.285714286,2.142857143,45,0.083333333,0.223404255,0.088888889,0.133333333,299,792,54,0.165739083,0.493329,0,5.544372417,65.230409,0,0.233072917,0.3125,0.015625,0.272135417,1.265625,0,0.505208333,1.28125,0.25,32.52512836,277.563713,0.430670787,748.6534377,0.037037037,0.481481481,0.111111111,0.074074074,0.037037037,0,0.037037037,0.111111111,0.037037037,0.111111111,0.080385852,FALSE
4,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0.25,46,2,0,1,8,17,9,9,4,0,0,1,0,1,1,1,0.086956522,5,1,0,1,0,1,1,1,0.108695652,1,18,0.055555556,1,0,0,0,0,0,0,6,6,20.67046829,0.720610808,5,8.014180992,0.279389192,28.68464928,0.441221616,21,12,0.571428571,2.857142857,60,8,0.380952381,4.476190476,94,10,0.476190476,2.142857143,45,8,0.380952381,2.142857143,45,0.2,0.085106383,0.222222222,0.177777778,127.8666667,846,2,0.303119,0.997761,0.017759,4.371079417,45.936044,0,0.192708333,0.3125,0.03125,0.040364583,0.296875,0,0.233072917,0.5,0.03125,89.65894645,880.6255614,0.3515625,712.739892,0,0.48,0.14,0.1,0.02,0.02,0,0.04,0.02,0.18,0.122857143,FALSE
3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,72,0,0,4,27,15,10,16,9,0,0,0,3,2,1,3,0.125,5,0,0,0,2,0,1,2,0.069444444,0,16,0,1,0,0,3,0,0,0,3,3,4.811844752,0.832710456,1,0.966688128,0.167289544,5.77853288,0.665420913,21,5,0.238095238,2.857142857,60,5,0.238095238,4.476190476,94,10,0.476190476,2.142857143,45,1,0.047619048,2.142857143,45,0.083333333,0.053191489,0.222222222,0.022222222,76.30769231,426,0,4.555326,52.770765,0,0.63076025,5.876801,0,0.188802083,0.3125,0,0.194010417,1.03125,0,0.3828125,1.34375,0,92.24404393,999,0.437848633,706.7091277,0.053333333,0.466666667,0.186666667,0.12,0.013333333,0.026666667,0.013333333,0.066666667,0.013333333,0.093333333,0.196141479,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,4,10,8,5,6,3,0,0,0,2,1,0,0,0.090909091,2,0,0,0,1,1,0,0,0.060606061,0,4,0,0,0,0,0,0,0,0,13,14,40.2073447,0.606247174,16,26.11435776,0.393752826,66.32170246,0.212494348,21,2,0.095238095,2.857142857,60,15,0.714285714,4.476190476,94,3,0.142857143,2.142857143,45,2,0.095238095,2.142857143,45,0.033333333,0.159574468,0.066666667,0.044444444,466.5,1102,26,7.866499556,63.864234,0,14.09964056,77.934981,0,0.157986111,0.3125,0.015625,0.307291667,1.375,0,0.465277778,1.515625,0.015625,317.5247389,1209.840761,0,654.552369,0.03030303,0.181818182,0.181818182,0.090909091,0.060606061,0.090909091,0,0.121212121,0.03030303,0.242424242,0.064133017,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,21,8,4,4,3,0,0,0,2,0,1,0,0.081081081,3,0,0,0,2,0,1,0,0.081081081,0,11,0,1,0,0,0,0,0,0,9,10,32.57223213,0.791797679,6,8.56483228,0.208202321,41.13706441,0.583595358,21,3,0.142857143,2.857142857,60,11,0.523809524,4.476190476,94,0,0,2.142857143,45,7,0.333333333,2.142857143,45,0.05,0.117021277,0,0.155555556,98.44444444,266,32,7.2704185,55.882377,0,22.568,78.22127,0,0.208984375,0.3125,0.015625,0.267578125,1.109375,0,0.4765625,1.421875,0.0625,395.7356847,1433.293859,0.703125,570.4086401,0.027027027,0.297297297,0.108108108,0.081081081,0,0.054054054,0,0.081081081,0.054054054,0.324324324,0.117437722,FALSE
5,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,44,0,0,0,11,5,10,18,2,0,0,0,2,0,0,0,0.045454545,2,0,0,0,2,0,0,0,0.045454545,0,11,0,1,0,0,3,0,0,0,7,11,36.41814522,0.861206044,3,5.869232448,0.138793956,42.28737766,0.722412087,21,5,0.238095238,2.857142857,60,8,0.380952381,4.476190476,94,3,0.142857143,2.142857143,45,6,0.285714286,2.142857143,45,0.083333333,0.085106383,0.066666667,0.133333333,74.25,236,4,18.33406592,83.816281,0,16.87156942,83.150104,0,0.16796875,0.3125,0.03125,0.2734375,1.28125,0,0.44140625,1.59375,0.03125,351.0448538,2092.459687,0,942.2008877,0.020408163,0.285714286,0.326530612,0.040816327,0.040816327,0.081632653,0,0.020408163,0,0.204081633,0.132,FALSE
4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,60,0,4,0,3,27,15,11,2,0,0,0,0,1,0,1,0.033333333,0,0,0,0,0,0,0,0,0,1,13,0.076923077,0,0,0,3,0,0,1,12,7,27.99411149,0.53110722,12,24.71485282,0.46889278,52.7089643,0.06221444,22,7,0.318181818,3.181818182,70,12,0.545454545,3.227272727,71,1,0.045454545,1.318181818,29,9,0.409090909,2.727272727,60,0.1,0.169014085,0.034482759,0.15,102,326,22,4.543237091,45.419839,0.016999,0.457235545,3.484883,0,0.224431818,0.3125,0,0.366477273,1.5,0,0.590909091,1.8125,0.171875,118.644413,1146.77969,0.820377892,828.3319984,0.0625,0.328125,0.3125,0.03125,0.03125,0.015625,0,0.109375,0.046875,0.125,0.141935484,FALSE
8,0,0,0,0,1,2,5,3,0,0,0,0,0,1,2,0.375,53,0,0,0,12,24,6,11,14,0,0,0,4,4,3,3,0.264150943,10,0,0,0,4,3,0,3,0.188679245,0,19,0,1,0,0,4,0,0,1,4,6,8.93334688,0.855043849,2,1.514476224,0.144956151,10.4478231,0.710087698,22,11,0.5,3.181818182,70,4,0.181818182,3.227272727,71,2,0.090909091,1.318181818,29,2,0.090909091,2.727272727,60,0.157142857,0.056338028,0.068965517,0.033333333,186.4705882,1254,3,17.498247,79.007473,0,5.126856118,76.185992,0,0.225183824,0.3125,0.015625,0.245404412,1.390625,0,0.470588235,1.703125,0.015625,301.0210331,1525.711906,0,808.522455,0.016393443,0.442622951,0.131147541,0.278688525,0,0.032786885,0,0.016393443,0,0.098360656,0.184397163,FALSE
5,0,0,0,0,2,3,0,1,0,0,0,0,0,1,0,0.2,78,1,4,3,24,25,9,12,9,0,0,1,1,3,2,2,0.115384615,8,1,0,1,1,1,2,2,0.102564103,1,22,0.045454545,0,0,0,1,0,0,0,3,3,7.508467712,0.827714524,2,1.5628576,0.172285476,9.071325312,0.655429048,22,7,0.318181818,3.181818182,70,6,0.272727273,3.227272727,71,0,0,1.318181818,29,7,0.318181818,2.727272727,60,0.1,0.084507042,0,0.116666667,259.8333333,1217,2,10.36559847,77.204498,0,0.384846294,2.992471,0,0.193933824,0.3125,0,0.140625,0.828125,0,0.334558824,0.828125,0.015625,210.5078303,2486.767727,0,588.7125245,0.072289157,0.397590361,0.096385542,0.120481928,0.048192771,0.024096386,0.012048193,0.048192771,0,0.253012048,0.168161435,FALSE
3,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0.333333333,80,0,0,18,10,31,7,14,7,0,0,3,0,2,0,2,0.0875,2,0,0,0,0,2,0,0,0.025,0,11,0,0,0,0,0,0,1,0,8,9,14.18902157,0.488752608,8,14.8420697,0.511247392,29.03109126,-0.022494784,22,7,0.318181818,3.181818182,70,10,0.454545455,3.227272727,71,5,0.227272727,1.318181818,29,4,0.181818182,2.727272727,60,0.1,0.14084507,0.172413793,0.066666667,259.8,1154,42,0.316326,1.446957,0,7.432174389,69.53548,0,0.190104167,0.3125,0.046875,0.207465278,1.5,0,0.397569444,1.8125,0.0625,86.19117307,741.0176495,0,617.5034951,0.228915663,0.385542169,0.361445783,0.096385542,0.012048193,0,0,0.036144578,0.012048193,0.096385542,0.128767123,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,7,16,9,13,11,0,0,0,4,1,3,3,0.244444444,6,0,0,0,1,1,3,1,0.133333333,2,12,0.166666667,1,0,0,2,0,0,0,2,1,1.519728768,0.127887108,3,10.36363296,0.872112892,11.88336173,-0.744225783,22,1,0.045454545,3.181818182,70,2,0.090909091,3.227272727,71,5,0.227272727,1.318181818,29,5,0.227272727,2.727272727,60,0.014285714,0.028169014,0.172413793,0.083333333,72.2,246,2,7.029352778,62.714239,0.003176,6.467125889,57.329045,0,0.170138889,0.3125,0.03125,0.053819444,0.203125,0,0.223958333,0.40625,0.0625,967.2030343,5757.364827,0.140625,855.3423038,0,0.4,0.066666667,0.244444444,0.022222222,0.044444444,0,0.066666667,0.044444444,0.111111111,0.181818182,FALSE
3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,44,3,0,2,17,17,3,2,16,0,0,1,6,7,1,1,0.363636364,15,0,0,1,5,7,1,1,0.340909091,0,20,0,0,0,0,3,0,0,1,4,2,8.628231168,0.281844,9,21.98526842,0.718156,30.61349958,-0.436312001,22,8,0.363636364,3.181818182,70,4,0.181818182,3.227272727,71,3,0.136363636,1.318181818,29,4,0.181818182,2.727272727,60,0.114285714,0.056338028,0.103448276,0.066666667,105.5555556,640,4,18.68418914,85.426414,0.022661,0.354856286,1.638211,0,0.167410714,0.3125,0.0625,0.283482143,1.359375,0,0.450892857,1.671875,0.0625,149.3283652,760.9863656,9.850025901,543.5438862,0.042553191,0.340425532,0.127659574,0.340425532,0.042553191,0,0.063829787,0.085106383,0,0,0.199029126,TRUE
